indianfood101,	 indianfood101cp80, add,	 2_data_indianfood101,	 cell_9151
level12simpleedaonlevel34,	 level12simpleedaonlevel34cp80,	 delete,	 4_sub_level12simpleedaonlevel34,	 -
fifa19visualization,	 fifa19visualizationcp80, add,	 51_text_fifa19visualization,	 cell_9265
businessanalysisreport3,	 businessanalysisreport3cp80, add,	 42_text_businessanalysisreport3,	 cell_7786
chesswinnerprediction,	 chesswinnerpredictioncp80,	 delete,	 3_text_chesswinnerprediction,	 -
edictionusingmlalgorithms,	 edictionusingmlalgorithmscp80, add,	 21_text_edictionusingmlalgorithms,	 cell_7822
solarpowerplantanalysis,	 solarpowerplantanalysiscp80,	 delete,	 28_text_solarpowerplantanalysis,	 -
dpredictionwithtensorflow,	 dpredictionwithtensorflowcp80, add,	 16_data_dpredictionwithtensorflow,	 30_plant_1_generation_data_nanalysisandvisualization
thefutureofpowerissolar,	 thefutureofpowerissolarcp80, add,	 6_DataFrame_thefutureofpowerissolar,	 15_courseregion_recipesanalysis
covid19tweetanalysis,	 covid19tweetanalysiscp80,	 delete,	 cell_8927,	 -
tavisualizationwithpython,	 tavisualizationwithpythoncp80, add,	 13_png_tavisualizationwithpython,	 123_DataFrame_sisandvisualizationfifa19
iencetutorialforbeginners,	 iencetutorialforbeginnerscp80, add,	 97_DataFrame_iencetutorialforbeginners,	 13_png_ithmsandfeatureimportance
atasetexploratoryanalysis,	 atasetexploratoryanalysiscp80, add,	 cell_7247,	 27_png_netflixandeda
isvisualizationwithpython,	 isvisualizationwithpythoncp80, add,	 cell_7872,	 cell_7561
lixedaconsumptionanalysis,	 lixedaconsumptionanalysiscp80, add,	 36_text_lixedaconsumptionanalysis,	 15_text_rningedawithbiomechanical
criptionswithnlpandkmeans,	 criptionswithnlpandkmeanscp80,	 delete,	 3_DataFrame_criptionswithnlpandkmeans,	 -
nsivetutorialdatacleaning,	 nsivetutorialdatacleaningcp80,	 delete,	 31_encoded_nsivetutorialdatacleaning,	 -
ics1descriptivestatistics,	 ics1descriptivestatisticscp80, add,	 41_text_ics1descriptivestatistics,	 24_text_hingtobeginwithafirsthint
borsknnclassification7525,	 borsknnclassification7525cp80,	 delete,	 cell_10089,	 -
variateplottingwithpandas,	 variateplottingwithpandascp80, add,	 cell_7534,	 cell_7500
isforsolarpowergeneration,	 isforsolarpowergenerationcp80,	 delete,	 cell_8254,	 -
iewsdatasetinsightsofdata,	 iewsdatasetinsightsofdatacp80, add,	 cell_7509,	 22_text_fifa19analysis
heartdisease,	 heartdiseasecp80, add,	 17_png_heartdisease,	 cell_7109
nerationpredictionxgboost,	 nerationpredictionxgboostcp80,	 delete,	 3_text_nerationpredictionxgboost,	 -
analysisvizrecommendation,	 analysisvizrecommendationcp80, add,	 cell_9348,	 79_text_iveedavizlinearregression
deogamesalesedawithplotly,	 deogamesalesedawithplotlycp80, add,	 103_df2_deogamesalesedawithplotly,	 6_DataFrame_nmethodsonmushroomdataset
exploratorydataanalysis,	 exploratorydataanalysiscp80,	 delete,	 cell_8915,	 -
ddatasetsvmclassification,	 ddatasetsvmclassificationcp80, add,	 28_df_train_1_ddatasetsvmclassification,	 3_df_lysisandvisualizationwine
videogamesanalysis,	 videogamesanalysiscp80, add,	 cell_8769,	 13_text_salesprediction
dfrauddetection95accuracy,	 dfrauddetection95accuracycp80, add,	 8_text_dfrauddetection95accuracy,	 cell_9270
analysingindianrecipes,	 analysingindianrecipescp80, add,	 15_df_diet_type_analysingindianrecipes,	 51_text_mobilepriceprediction
predictingthesales,	 predictingthesalescp80, add,	 cell_7448,	 cell_8554
rclothesdatavisualization,	 rclothesdatavisualizationcp80, add,	 8_png_rclothesdatavisualization,	 61_png_eogamesindustrymadesimple
businessanalysisreport5,	 businessanalysisreport5cp80,	 delete,	 13_text_businessanalysisreport5,	 -
hingtobeginwithafirsthint,	 hingtobeginwithafirsthintcp80,	 delete,	 cell_7935,	 -
merclothesinecommercewish,	 merclothesinecommercewishcp80, add,	 7_text_merclothesinecommercewish,	 cell_9021
ricepredictionwith95score,	 ricepredictionwith95scorecp80,	 delete,	 38_DataFrame_ricepredictionwith95score,	 -
dsusingtheilsuforsurvival,	 dsusingtheilsuforsurvivalcp80, add,	 2_data_dsusingtheilsuforsurvival,	 28_text_fifa19analysis
hyyoushouldnotuseroccurve,	 hyyoushouldnotuseroccurvecp80,	 delete,	 11_text_hyyoushouldnotuseroccurve,	 -
19pandasprofilingbeginner,	 19pandasprofilingbeginnercp80,	 delete,	 cell_9516,	 -
winedatasetdatacleaning,	 winedatasetdatacleaningcp80, add,	 17_png_winedatasetdatacleaning,	 25_text_eogamesindustrymadesimple
ificationsmachinelearning,	 ificationsmachinelearningcp80,	 delete,	 10_text_ificationsmachinelearning,	 -
tplotlibvisualizationtips,	 tplotlibvisualizationtipscp80, add,	 cell_9306,	 15_png_analysingindianrecipes
ameswannadobusinesswithit,	 ameswannadobusinesswithitcp80, add,	 cell_8673,	 11_text_variateplottingwithpandas
sanalysisandvisualization,	 sanalysisandvisualizationcp80, add,	 cell_8503,	 cell_9792
netflixandeda,	 netflixandedacp80, add,	 cell_9248,	 cell_8055
mobilepriceprediction,	 mobilepricepredictioncp80,	 delete,	 17_png_mobilepriceprediction,	 -
andrecommendationusingknn,	 andrecommendationusingknncp80, add,	 cell_7681,	 30_png_fifa19visualization
nmethodsonmushroomdataset,	 nmethodsonmushroomdatasetcp80,	 delete,	 cell_9979,	 -
lephonepricingpredictions,	 lephonepricingpredictionscp80,	 delete,	 cell_10248,	 -
solarpowergenerationdata,	 solarpowergenerationdatacp80, add,	 9_text_solarpowergenerationdata,	 cell_9096
chooseheartovermind,	 chooseheartovermindcp80, add,	 cell_7774,	 cell_7249
ogisticregressionfeatures,	 ogisticregressionfeaturescp80, add,	 cell_9926,	 8_png_solarpowergenerationdata
ngtobasicregressionmodels,	 ngtobasicregressionmodelscp80,	 delete,	 cell_10140,	 -
eogamesindustrymadesimple,	 eogamesindustrymadesimplecp80, add,	 94_png_eogamesindustrymadesimple,	 cell_9707
lerexoplanetsearchresults,	 lerexoplanetsearchresultscp80,	 delete,	 cell_7275,	 -
classification9975acrfpca,	 classification9975acrfpcacp80,	 delete,	 41_text_classification9975acrfpca,	 -
mobilepriceclassification,	 mobilepriceclassificationcp80, add,	 31_png_mobilepriceclassification,	 5_df_ndationenginewithnetworkx
mushroomclassification,	 mushroomclassificationcp80,	 delete,	 cell_9957,	 -
winesnsandpltanalysis,	 winesnsandpltanalysiscp80,	 delete,	 cell_7488,	 -
ificationedaplotlyseaborn,	 ificationedaplotlyseaborncp80, add,	 cell_10204,	 40_DataFrame_doyouknowaboutfootballers
unitsoldpredictmodel,	 unitsoldpredictmodelcp80,	 delete,	 22_text_unitsoldpredictmodel,	 -
geiiisimpleedaandcracking,	 geiiisimpleedaandcrackingcp80, add,	 2_test_df_level_2_geiiisimpleedaandcracking,	 45_top10bywage_doyouknowaboutfootballers
egrehastalarnsnflandrlmas,	 egrehastalarnsnflandrlmascp80,	 delete,	 cell_10095,	 -
edaonindiancuisine,	 edaonindiancuisinecp80, add,	 5_DataFrame_edaonindiancuisine,	 cell_8712
edanetflix,	 edanetflixcp80,	 delete,	 7_png_edanetflix,	 -
tionedawithvisualizations,	 tionedawithvisualizationscp80, add,	 cell_9850,	 cell_8232
indiafbprophetforecasting,	 indiafbprophetforecastingcp80,	 delete,	 22_df2_indiafbprophetforecasting,	 -
sisandvisualizationfifa19,	 sisandvisualizationfifa19cp80, add,	 cell_9719,	 cell_9230
rningedawithbiomechanical,	 rningedawithbiomechanicalcp80,	 delete,	 41_text_rningedawithbiomechanical,	 -
covid19tweetsedaviz,	 covid19tweetsedavizcp80, add,	 cell_9018,	 14_df3_shierarchicalonindianfood
ssalesdataedaandwordcloud,	 ssalesdataedaandwordcloudcp80, add,	 cell_8533,	 cell_7437
doyouknowaboutfootballers,	 doyouknowaboutfootballerscp80, add,	 cell_9754,	 cell_9164
viesanalysisvisualization,	 viesanalysisvisualizationcp80, add,	 cell_9079,	 cell_10212
salesendtoendconstruction,	 salesendtoendconstructioncp80,	 delete,	 43_text_salesendtoendconstruction,	 -
winerecommender,	 winerecommendercp80, add,	 cell_7642,	 9_png_ameswannadobusinesswithit
dnetflixandchillgetfamous,	 dnetflixandchillgetfamouscp80, add,	 cell_9226,	 cell_10182
ystemusingweightedaverage,	 ystemusingweightedaveragecp80, add,	 22_DataFrame_ystemusingweightedaverage,	 18_text_unitsoldpredictmodel
andasmatplotlibandseaborn,	 andasmatplotlibandseaborncp80,	 delete,	 6_text_andasmatplotlibandseaborn,	 -
decisiontreeclassifier,	 decisiontreeclassifiercp80,	 delete,	 3_df_decisiontreeclassifier,	 -
shierarchicalonindianfood,	 shierarchicalonindianfoodcp80, add,	 cell_7075,	 80_png_isvisualizationwithpython
nanalysisandvisualization,	 nanalysisandvisualizationcp80,	 delete,	 30_plant_1_generation_data_nanalysisandvisualization,	 -
indianfoodexploration,	 indianfoodexplorationcp80, add,	 11_text_indianfoodexploration,	 43_top_5_countries_cnt_iewsdatasetinsightsofdata
eringvslogisticregression,	 eringvslogisticregressioncp80, add,	 cell_9809,	 cell_8804
scienceandmachinelearning,	 scienceandmachinelearningcp80,	 delete,	 cell_10157,	 -
lysisandvisualizationwine,	 lysisandvisualizationwinecp80, add,	 12_text_lysisandvisualizationwine,	 cell_8443
ithmsandfeatureimportance,	 ithmsandfeatureimportancecp81,	 delete,	 cell_9912,	 -
ificationwithrandomforest,	 ificationwithrandomforestcp81, add,	 cell_9869,	 32_png_winerecommender
hedaandlogisticregression,	 hedaandlogisticregressioncp81,	 delete,	 21_text_hedaandlogisticregression,	 -
salesprediction,	 salespredictioncp81,	 delete,	 cell_7344,	 -
acomparisonoffewmlmodels,	 acomparisonoffewmlmodelscp81, add,	 3_train_acomparisonoffewmlmodels,	 63_text_unitsoldpredictmodel
videogamesedaseaborn,	 videogamesedaseaborncp81,	 delete,	 46_png_videogamesedaseaborn,	 -
ndiancuisineedawithplotly,	 ndiancuisineedawithplotlycp81, add,	 cell_7149,	 cell_7208
recipesanalysis,	 recipesanalysiscp81, add,	 29_DataFrame_recipesanalysis,	 cell_9693
9tweetsentimentalanalysis,	 9tweetsentimentalanalysiscp81, add,	 cell_8962,	 44_text_winerecommender
iveedavizlinearregression,	 iveedavizlinearregressioncp81,	 delete,	 cell_9496,	 -
olarpowermachinelearningi,	 olarpowermachinelearningicp81, add,	 cell_8029,	 45_text_fifa19analysis
fifa19analysis,	 fifa19analysiscp81,	 delete,	 13_text_fifa19analysis,	 -
netflixdataanalysis,	 netflixdataanalysiscp81, add,	 46_png_netflixdataanalysis,	 29_png_hingtobeginwithafirsthint
gsalesregressionr2score95,	 gsalesregressionr2score95cp81,	 delete,	 cell_8415,	 -
solarpowergenerationeda,	 solarpowergenerationedacp81,	 delete,	 cell_8193,	 -
ningkmeansandhierarchical,	 ningkmeansandhierarchicalcp81,	 delete,	 cell_10047,	 -
toseeingredientsimilarity,	 toseeingredientsimilaritycp81, add,	 12_text_toseeingredientsimilarity,	 4_sub_level12simpleedaonlevel34
eofmlclassificationmodels,	 eofmlclassificationmodelscp81,	 delete,	 8_train_eofmlclassificationmodels,	 -
ndationenginewithnetworkx,	 ndationenginewithnetworkxcp81, add,	 8_df_ndationenginewithnetworkx,	 cell_8154
lysiswithlinearregression,	 lysiswithlinearregressioncp81,	 delete,	 10_DataFrame_lysiswithlinearregression,	 -
sicsedamlforverybeginners,	 sicsedamlforverybeginnerscp81, add,	 9_df_gl_sicsedamlforverybeginners,	 cell_7498
izationplotlyplotstreemap,	 izationplotlyplotstreemapcp81,	 delete,	 73_text_izationplotlyplotstreemap,	 -
usinggaussiandistribution,	 usinggaussiandistributioncp81, add,	 29_train_test_usinggaussiandistribution,	 cell_9923
classification929accuracy,	 classification929accuracycp81,	 delete,	 5_corr_classification929accuracy,	 -
amesdatasetedausingpython,	 amesdatasetedausingpythoncp81, add,	 cell_8875,	 cell_8870
indianfood101,	 indianfood101cp81, add,	 cell_7122,	 10_df_toseeingredientsimilarity
level12simpleedaonlevel34,	 level12simpleedaonlevel34cp81,	 delete,	 cell_7969,	 -
fifa19visualization,	 fifa19visualizationcp81, add,	 8_text_fifa19visualization,	 20_png_recipesanalysis
businessanalysisreport3,	 businessanalysisreport3cp81,	 delete,	 cell_8701,	 -
chesswinnerprediction,	 chesswinnerpredictioncp81, add,	 17_text_chesswinnerprediction,	 cell_8695
edictionusingmlalgorithms,	 edictionusingmlalgorithmscp81, add,	 15_text_edictionusingmlalgorithms,	 38_test_ricepredictionwith95score
solarpowerplantanalysis,	 solarpowerplantanalysiscp81,	 delete,	 cell_8148,	 -
dpredictionwithtensorflow,	 dpredictionwithtensorflowcp81,	 delete,	 cell_7219,	 -
thefutureofpowerissolar,	 thefutureofpowerissolarcp81, add,	 cell_8180,	 154_text_isvisualizationwithpython
covid19tweetanalysis,	 covid19tweetanalysiscp81,	 delete,	 cell_8934,	 -
tavisualizationwithpython,	 tavisualizationwithpythoncp81, add,	 cell_8794,	 24_text_fifa19visualization
iencetutorialforbeginners,	 iencetutorialforbeginnerscp81,	 delete,	 73_DataFrame_iencetutorialforbeginners,	 -
atasetexploratoryanalysis,	 atasetexploratoryanalysiscp81, add,	 cell_7250,	 13_df_nsivetutorialdatacleaning
isvisualizationwithpython,	 isvisualizationwithpythoncp81, add,	 cell_7847,	 71_png_iencetutorialforbeginners
lixedaconsumptionanalysis,	 lixedaconsumptionanalysiscp81, add,	 31_text_lixedaconsumptionanalysis,	 cell_10157
criptionswithnlpandkmeans,	 criptionswithnlpandkmeanscp81,	 delete,	 20_text_criptionswithnlpandkmeans,	 -
nsivetutorialdatacleaning,	 nsivetutorialdatacleaningcp81,	 delete,	 33_text_nsivetutorialdatacleaning,	 -
ics1descriptivestatistics,	 ics1descriptivestatisticscp81,	 delete,	 cell_9093,	 -
borsknnclassification7525,	 borsknnclassification7525cp81, add,	 5_text_borsknnclassification7525,	 cell_8749
variateplottingwithpandas,	 variateplottingwithpandascp81,	 delete,	 cell_7531,	 -
isforsolarpowergeneration,	 isforsolarpowergenerationcp81,	 delete,	 cell_8243,	 -
iewsdatasetinsightsofdata,	 iewsdatasetinsightsofdatacp81,	 delete,	 cell_7513,	 -
heartdisease,	 heartdiseasecp81, add,	 cell_7835,	 cell_8355
nerationpredictionxgboost,	 nerationpredictionxgboostcp81, add,	 cell_8293,	 cell_8301
analysisvizrecommendation,	 analysisvizrecommendationcp81,	 delete,	 cell_9328,	 -
deogamesalesedawithplotly,	 deogamesalesedawithplotlycp81, add,	 65_Global_deogamesalesedawithplotly,	 79_df_model2_iveedavizlinearregression
exploratorydataanalysis,	 exploratorydataanalysiscp81,	 delete,	 22_text_exploratorydataanalysis,	 -
ddatasetsvmclassification,	 ddatasetsvmclassificationcp81,	 delete,	 cell_8356,	 -
videogamesanalysis,	 videogamesanalysiscp81, add,	 cell_8775,	 cell_8834
dfrauddetection95accuracy,	 dfrauddetection95accuracycp81,	 delete,	 cell_8311,	 -
analysingindianrecipes,	 analysingindianrecipescp81,	 delete,	 cell_7081,	 -
predictingthesales,	 predictingthesalescp81,	 delete,	 cell_7434,	 -
rclothesdatavisualization,	 rclothesdatavisualizationcp81,	 delete,	 cell_7473,	 -
businessanalysisreport5,	 businessanalysisreport5cp81, add,	 cell_9106,	 21_png_egrehastalarnsnflandrlmas
hingtobeginwithafirsthint,	 hingtobeginwithafirsthintcp81,	 delete,	 cell_7935,	 -
merclothesinecommercewish,	 merclothesinecommercewishcp81, add,	 cell_7412,	 25_movies_scored_df_ystemusingweightedaverage
ricepredictionwith95score,	 ricepredictionwith95scorecp81,	 delete,	 35_test_ricepredictionwith95score,	 -
dsusingtheilsuforsurvival,	 dsusingtheilsuforsurvivalcp81, add,	 21_theilu_dsusingtheilsuforsurvival,	 cell_10240
hyyoushouldnotuseroccurve,	 hyyoushouldnotuseroccurvecp81, add,	 25_png_hyyoushouldnotuseroccurve,	 52_png_ificationsmachinelearning
19pandasprofilingbeginner,	 19pandasprofilingbeginnercp81,	 delete,	 4_text_19pandasprofilingbeginner,	 -
winedatasetdatacleaning,	 winedatasetdatacleaningcp81,	 delete,	 cell_7568,	 -
ificationsmachinelearning,	 ificationsmachinelearningcp81, add,	 4_df_ificationsmachinelearning,	 cell_9308
tplotlibvisualizationtips,	 tplotlibvisualizationtipscp81,	 delete,	 46_png_tplotlibvisualizationtips,	 -
ameswannadobusinesswithit,	 ameswannadobusinesswithitcp81, add,	 32_df_ameswannadobusinesswithit,	 4_text_acomparisonoffewmlmodels
sanalysisandvisualization,	 sanalysisandvisualizationcp81, add,	 84_png_sanalysisandvisualization,	 cell_9208
netflixandeda,	 netflixandedacp81, add,	 12_png_netflixandeda,	 cell_9553
mobilepriceprediction,	 mobilepricepredictioncp81, add,	 cell_10319,	 cell_8863
andrecommendationusingknn,	 andrecommendationusingknncp81,	 delete,	 cell_7716,	 -
nmethodsonmushroomdataset,	 nmethodsonmushroomdatasetcp81,	 delete,	 cell_9969,	 -
lephonepricingpredictions,	 lephonepricingpredictionscp81, add,	 14_png_lephonepricingpredictions,	 33_text_ificationwithrandomforest
solarpowergenerationdata,	 solarpowergenerationdatacp81, add,	 cell_8299,	 cell_9216
chooseheartovermind,	 chooseheartovermindcp81,	 delete,	 59_text_chooseheartovermind,	 -
ogisticregressionfeatures,	 ogisticregressionfeaturescp81, add,	 4_data_ogisticregressionfeatures,	 152_text_olarpowermachinelearningi
ngtobasicregressionmodels,	 ngtobasicregressionmodelscp81, add,	 4_text_ngtobasicregressionmodels,	 99_text_olarpowermachinelearningi
eogamesindustrymadesimple,	 eogamesindustrymadesimplecp81,	 delete,	 94_df1_eogamesindustrymadesimple,	 -
lerexoplanetsearchresults,	 lerexoplanetsearchresultscp81,	 delete,	 cell_7272,	 -
classification9975acrfpca,	 classification9975acrfpcacp81,	 delete,	 5_png_classification9975acrfpca,	 -
mobilepriceclassification,	 mobilepriceclassificationcp81, add,	 cell_10250,	 cell_9909
mushroomclassification,	 mushroomclassificationcp81,	 delete,	 cell_9955,	 -
winesnsandpltanalysis,	 winesnsandpltanalysiscp81,	 delete,	 4_DataFrame_winesnsandpltanalysis,	 -
ificationedaplotlyseaborn,	 ificationedaplotlyseaborncp81,	 delete,	 31_DataFrame_ificationedaplotlyseaborn,	 -
unitsoldpredictmodel,	 unitsoldpredictmodelcp81, add,	 68_text_unitsoldpredictmodel,	 22_df_predictingthesales
geiiisimpleedaandcracking,	 geiiisimpleedaandcrackingcp81, add,	 14_test_df_level_4_geiiisimpleedaandcracking,	 55_text_lysiswithlinearregression
egrehastalarnsnflandrlmas,	 egrehastalarnsnflandrlmascp81,	 delete,	 72_text_egrehastalarnsnflandrlmas,	 -
edaonindiancuisine,	 edaonindiancuisinecp81,	 delete,	 12_text_edaonindiancuisine,	 -
edanetflix,	 edanetflixcp81,	 delete,	 cell_9194,	 -
tionedawithvisualizations,	 tionedawithvisualizationscp81, add,	 16_data_encoded_tionedawithvisualizations,	 cell_7931
indiafbprophetforecasting,	 indiafbprophetforecastingcp81, add,	 3_DataFrame_indiafbprophetforecasting,	 cell_7372
sisandvisualizationfifa19,	 sisandvisualizationfifa19cp81, add,	 cell_9717,	 cell_7038
rningedawithbiomechanical,	 rningedawithbiomechanicalcp81,	 delete,	 cell_10073,	 -
covid19tweetsedaviz,	 covid19tweetsedavizcp81,	 delete,	 cell_9012,	 -
ssalesdataedaandwordcloud,	 ssalesdataedaandwordcloudcp81,	 delete,	 10_text_ssalesdataedaandwordcloud,	 -
doyouknowaboutfootballers,	 doyouknowaboutfootballerscp81, add,	 cell_9768,	 56_DataFrame_fifa19visualization
viesanalysisvisualization,	 viesanalysisvisualizationcp81, add,	 38_png_viesanalysisvisualization,	 cell_7593
salesendtoendconstruction,	 salesendtoendconstructioncp81,	 delete,	 26_text_salesendtoendconstruction,	 -
winerecommender,	 winerecommendercp81,	 delete,	 cell_7640,	 -
dnetflixandchillgetfamous,	 dnetflixandchillgetfamouscp81,	 delete,	 cell_9239,	 -
ystemusingweightedaverage,	 ystemusingweightedaveragecp81,	 delete,	 10_text_ystemusingweightedaverage,	 -
andasmatplotlibandseaborn,	 andasmatplotlibandseaborncp81,	 delete,	 5_text_andasmatplotlibandseaborn,	 -
decisiontreeclassifier,	 decisiontreeclassifiercp81,	 delete,	 cell_9933,	 -
